ID,label,description
Q326474,Neda Agha-Soltan,"iranische Frau, erschossen während der Proteste nach den iranischen Präsidentschaftswahlen 2009"
Q160219,Stephenie Meyer,US-amerikanische Jugendbuchautorin und Filmproduzentin
Q96583,Arthur Eloesser,deutscher Literaturwissenschaftler und Journalist
Q126857,Milka Loff Fernandes,deutsche Moderatorin und Schauspielerin
Q65035,Friedrich Gundolf,deutscher Dichter und Literaturwissenschaftler
Q770688,János Anka,"rumänischer Schriftsteller, Dichter und Journalist"
Q348961,Ludwig I.,"Herzog von Anjou, Titularkönig von Neapel"
Q88658,Egon Eis,österreichischer Drehbuchautor
Q12288760,Nikolaj Petrow,bulgarischer Politiker
Q434839,Edward Bernays,US-amerikanischer PR-Berater
Q983756,Chris Barker,"US-amerikanischer Bassist, Sänger und Songwriter der Politpunk-Band Anti-Flag"
Q75576,Edoardo Anton,italienischer Drehbuchautor und Filmregisseur
Q322724,Richard Egan,US-amerikanischer Unternehmer und Diplomat
Q113542,Choi Hong-man,südkoreanischer Kickboxer
Q692038,Pizzo Rotondo,Berg in den Alpen
Q37479,Osmose Productions,französisches Musiklabel
Q92623,Jon Postel,US-amerikanischer Informatiker und Internet-Pionier
Q70215,Wolfgang Leonhard,deutscher Historiker
Q975586,Mary Forbes,britische Schauspielerin
Q1888870,Munib al-Masri,palästinensischer Minister und Mitglied des Palästinensischen Legislativrates
Q64473,Bonaduz,Gemeinde in der Schweiz
Q22343478,Collagist,Künstler mit Collagen
Q83851,Ben Shenkman,US-amerikanischer Schauspieler
Q105479,Adam Napieralski,"polnischer Zeitungsverleger und Politiker, MdR"
Q91714,Karl-August Schumacher,"deutscher Luftwaffenoffizier und Jagdflieger, deutscher Politiker (GB), MdL"
Q97887,Franz Xaver Hacker,katholischer Schriftsteller
Q464438,Gabrielle Wittkop,"französische Schriftstellerin, Übersetzerin, Künstlerin"
Q1193914,Ashley Olsen,US-amerikanische Schauspielerin und Unternehmerin
Q66684,Schmerikon,Gemeinde in der Schweiz
Q4837,Maciej Zieliński,polnischer Basketball-Spieler
Q1364747,Sam Robards,US-amerikanischer Schauspieler
Q120720,Sophie Dethleffs,deutsche Mundart-Dichterin
Q215623,Vilém Flusser,"tschechischer Kommunikations- und Medienphilosoph, Autor und Hochschullehrer"
Q57874,Josef Terboven,"deutscher Politiker (NSDAP), MdR, Gauleiter, Reichskommissar im besetzten Norwegen"
Q94636,Rudolf Prack,österreichischer Schauspieler
Q125724,Eduard August Rübel,"Schweizer Vegetationskundler, Stifter, Zürcher Kantonsrat"
Q678907,Roswell K. Colcord,US-amerikanischer Politiker
Q679278,Jan van Bemmel,niederländischer Medizininformatiker
Q230068,Ève Curie,"französische Schriftstellerin, Beraterin des Generalsekretärs der NATO"
Q809965,Bashful Brother Oswald,US-amerikanischer Gitarrist
Q933892,Walt Kelly,"US-amerikanischer Trickfilmzeichner, Comiczeichner und -autor"
Q239293,Valerie Harper,US-amerikanische Schauspielerin
Q50811,Regional Municipality of Peel,Regionalgemeinde im Südwesten der kanadischen Provinz Ontario
Q269693,June Anderson,US-amerikanische Opernsängerin (Sopran)
Q1197779,Nobuyuki Tsujii,japanischer Pianist
Q274711,Minken Fosheim,norwegische Schauspielerin und Kinderbuchautorin
Q118641,Marco Borradori,Schweizer Politiker
Q53037,Ettore Scola,italienischer Filmregisseur und Drehbuchautor
Q2754,Jaroslav Hašek,tschechischer Schriftsteller
Q3733966,Ettore Maserati,italienischer Ingenieur und Unternehmer
Q106427,Wilhelmine Siefkes,deutsche Schriftstellerin
Q737503,Juhan Liiv,estnischer Schriftsteller
Q328932,Robinson soll nicht sterben,Film von Josef von Báky (1956)
Q1344670,Chrëschtlech Sozial Vollekspartei,politische Partei in Luxemburg
Q159970,Hans Bock,"niedersorbischer Dichter, Diplomat und Pädagoge"
Q542981,Roy Goodman,britischer Violinist und Dirigent der historischen Aufführungspraxis
Q123758,Adam Lipiński,polnischer Politiker
Q67157,Moutier,Gemeinde in der Schweiz
Q645167,Marc-Édouard Nabe,"französischer Schriftsteller, Jazzgitarrist und Maler"
Q362261,Michael Fincke,US-amerikanischer Astronaut
Q203645,Chalon-sur-Saône,französische Gemeinde im Département Saône-et-Loire
Q106465,John Grisham,US-amerikanischer Schriftsteller
Q3765730,Giorgio Sacerdoti,italienischer Ingenieur und Informatiker
Q1133775,Cornelius Eberhardt,"deutscher Dirigent, Generalmusikdirektor und Präsident der Hochschule für Musik und Theater München"
Q231608,Victoria de los Ángeles,spanische Sopranistin
Q79875,Mobile,Stadt im US-Bundesstaat Alabama
Q270790,Dorothy Janis,US-amerikanische Stummfilmschauspielerin
Q362828,Alexander Trifonowitsch Twardowski,sowjetischer Dichter
Q679289,Daniel Jones,britisch-australischer Popsänger
Q63054,Hans Henny Jahnn,deutscher Schriftsteller
Q888642,Bobby Rangell,US-amerikanischer Jazzmusiker
Q67728,Iragna,Gemeinde in der Schweiz
Q764913,Miklós Vámos,ungarischer Schriftsteller und Dramaturg
Q3879328,Nullo Albertelli,italienischer Ingenieur
Q180626,Jin Yong,Chinesischer Romanautor
Q7358489,Roger L. Easton,US-amerikanischer Erfinder
Q647103,Tarpon Springs,Stadt im US-Bundesstaat Florida
Q714489,Artur Joseph,deutscher Schriftsteller und Journalist
Q198005,Aurélie Filippetti,französische Politikerin (Sozialistische Partei) und Schriftstellerin
Q88269,Karl Zuchardt,deutscher Schriftsteller und Dramatiker
Q9734,Sinfonie,"Mehrsätzige Instrumentalwerke ohne Solisten, auch mit Singstimmen"
Q125750,Aylin Tezel,deutsche Schauspielerin
Q34180,Brantford,"Ort in Ontario, Kanada"
Q7033,Nordhausen,Stadt in Thüringen
Q753228,Joseph Heco,japanischer Journalist
Q443773,Der Schrei der Eule,Film von Jamie Thraves (2009)
Q135096,"Ich, Claudius – Kaiser und Gott",Eine von der BBC2 produzierte Fernsehserie
Q807417,Barbara Fairchild,US-amerikanische Country-Sängerin und Songwriterin
Q3035462,Dominique Senequier,französische Unternehmerin
Q235296,Kōgyoku,35. und 37. Tennō von Japan (642–645 bzw. 655–661)
Q98930,Ruth Kraft,deutsche Schriftstellerin (1920-2015)
Q64585,Vals,"Gemeinde im Kanton Graubünden, Schweiz"
Q279576,John Eaton,amerikanischer Jazz-Pianist
Q740877,Joey McIntyre,US-amerikanischer Sänger und Musicaldarsteller
Q323335,Die Pinguine aus Madagascar,Fernsehserie
Q467250,Augustus Pablo,jamaikanischer Reggae- und Dubmusiker
Q3295495,Martin Laffitte,"französischer Politiker, Mitglied der Nationalversammlung"
Q219989,Berlin-Brandenburgische Akademie der Wissenschaften,Institution zur Förderung der Wissenschaft
Q227967,Paschalis II.,Papst (1099–1118)
Q3312950,Miguel Boyer,spanischer Politiker
Q231467,Patricia Cornwell,US-amerikanische Krimi-Schriftstellerin
Q107866,Jörg Graser,deutscher Filmregisseur und Drehbuchautor
Q1684727,Jean-Christophe Mitterrand,französischer Präsidentensohn und Berater
Q90934,Richard Pohl,deutscher Komponist und Musikschriftsteller
Q108553,Fritz Bamberger,deutscher Geisteswissenschaftler
Q263389,Ingund,Königin der Westgoten
Q1064423,Charles Francis Brush,"US-amerikanischer Erfinder, Unternehmer und Philanthrop"
Q576208,Chi Onwurah,britische Politikerin
Q1065693,Charles Owens,US-amerikanischer Jazzmusiker und Komponist
Q252414,Árpád Szakasits,ungarischer Politiker und Staatspräsident
Q189145,Antonio López de Santa Anna,mexikanischer General und Politiker
Q85619,Leopold Müller,österreichischer Tunnelbaupionier
Q388063,Bob Zmuda,US-amerikanischer Drehbuchautor und Filmproduzent
Q822095,Bern Dibner,"US-amerikanischer Ingenieur, Industrieller und Wissenschaftshistoriker"
Q264314,Hertta Kuusinen,finnische Politikerin
Q1350303,Holly Johnson,"britischer Sänger, Songschreiber und Maler"
Q78620,Herbert W. Franke,österreichischer Science-Fiction-Autor
Q469990,Sylvia McNair,amerikanische Sopranistin
Q4398500,Staatliche Universtät Rostow,ehemalige Universtät in Rostow
Q117392,Malcolm McDowell,britischer Schauspieler
Q457250,Henry Hathaway,US-amerikanischer Filmregisseur
Q1750746,Stiff Records,britisches Independent-Label aus London
Q14805,Kaufbeuren,"kreisfreie Stadt in Bayern, Deutschland"
Q45546,William Wordsworth,britischer Dichter (1770-1850)
Q465772,Haddy N’jie,"norwegische Sängerin, Songwriterin, Autorin und Journalistin"
Q113676,Ben 10: Alien Force,Fernsehserie
Q446437,Elena Garro,mexikanische Schriftstellerin
Q1628,"David Cecil, 6. Marquess of Exeter",britischer Leichtathlet
Q670269,Sidelhorn,Berg in den Alpen
Q97028,Paul Oestreich,deutscher Pädagoge
Q1976514,Anatoli Krupnow,Musiker und Dichter (1965-1997)
Q86282,Claas Hugo Humbert,deutsch-französischer Romanist
Q28692502,Frauenrechtler,"Person, die die Rechte der Frauen verfechtet"
Q2670930,Maurizio Zamparini,italienischer Fußballspieler
Q115072,Alfred Meissner,tschechoslowakischer Justizminister und Überlebender des Holocaust
Q99791,Ernst Balcke,deutscher Autor
Q613786,Europe Écologie-Les Verts,französische politische Partei
Q915916,Philip Davis,"englischer Schauspieler, Regisseur, Komponist und Drehbuchautor"
Q2548714,Programmdirektor,"Person, die Fernseh- und Radioprogramme macht"
Q325470,Vikram Sarabhai,indischer Physiker
Q19658,Cenk Uygur,Fernsehmoderator
Q87278,Erich Scheurmann,"deutscher Schriftsteller, Maler, Puppenspieler und Prediger"
Q123665,Gloria Macapagal-Arroyo,philippinische Präsidentin
Q42365,Altenglisch,"frühe Form des Englischen, von circa 450 bis 1100 gesprochen"
Q182625,Windsor,Großstadt in der kanadischen Provinz Ontario
Q74512,Helma Orosz,deutsche Politikerin
Q76692,Augustus Siebe,britischer Unternehmer deutscher Herkunft
Q648,Lille,Großstadt in Nordfrankreich - französische Gemeinde der Metropolregion Lille
Q211098,Reid Hoffman,US-amerikanischer Geschäftsmann
Q213595,Ludwig Börne,"deutscher Journalist, Literatur- und Theaterkritiker"
Q57203,Paul von Lettow-Vorbeck,deutscher Kolonialbeamter und General
Q57488,Jakaya Kikwete,tansanischer Staatspräsident
Q2900,Quito,Hauptstadt von Ecuador
Q7912633,Valsot,Gemeinde in der Schweiz
Q277626,A&M Records,US-amerikanisches Musiklabel
Q122652,Krabat,Film von Marco Kreuzpaintner (2008)
Q2758142,Les Inrockuptibles,französische Zeitung
Q980000,Frederick Terman,US-amerikanischer Elektroingenieur und „Vater von Silicon Valley“
Q1507223,George David Low,US-amerikanischer Astronaut und Raumfahrtmanager
Q353420,Reginald Fils-Aime,US-amerikanischer Manager
Q252772,Eichstätt,Große Kreisstadt in Bayern
Q190353,Souveräner Malteserorden,"souveränes, nichtstaatliches Völkerrechtssubjekt"
Q3241019,Rhinebeck,Village in New York
Q862469,Bill Smith,US-amerikanischer Jazz-Klarinettist und Komponist
Q1934023,Vicente Calderón,langjähriger Präsident des Fußballvereins Atlético Madrid
Q208863,Hachiōji,"Ort in der Präfektur Tokio, Japan"
Q184906,Nâzım Hikmet,türkischer Dichter und Dramatiker
Q39121,Leeds,"Stadt in West Yorkshire, England, Vereinigtes Königreich"
Q66600,Karl Joseph Eberth,deutscher Mediziner und Hochschullehrer
Q103415,Hans Caninenberg,deutscher Schauspieler
Q270812,Concha Velasco,"spanische Schauspielerin, Tänzerin, Sängerin und Fernsehmoderatorin"
Q9342203,Stanisław Karpiński,polnischer Offizier und Sportler
Q320805,Al Neuharth,"US-amerikanischer Geschäftsmann, Autor und Kolumnist"
Q253959,Ole Ernst,dänischer Schauspieler
Q974865,Serge Mallet,französischer Soziologe und Politiker
Q124581,Evrim Sommer,"deutsche Politikerin (Die Linke), MdA"
Q55999,Felix Moscheles,englischer Maler und Schriftsteller
Q68205,Paradiso TI,Gemeinde in der Schweiz
Q211954,Tage oder Stunden,Film von Jean Becker (2008)
Q120138,Rudolf Gwalther,reformierter Theologe und Reformator
Q580048,Boris Nikolajewitsch Polewoi,sowjetischer Schriftsteller und Journalist
Q316565,Giorgio Giugiaro,italienischer Industriedesigner
Q69587,Veyrier,"Gemeinde im Kanton Genf, Schweiz"
Q84698,Wolfgang Wodarg,deutscher Arzt
Q518322,Skye Blue,"US-amerikanische Pornodarstellerin, Filmregisseurin und Produzentin sowie Managerin"
Q369022,Walter Bagehot,"britischer Ökonom, Journalist und Verfassungstheoretiker"
Q539451,Daisy Fellowes,französische Autorin und Mode-Ikone
Q215783,Conrad Ekhof,deutscher Schauspieler
Q1293032,Edward Mitchell Bannister,afroamerikanischer Maler
Q16490,Jeannette Wing,US-amerikanische Informatikerin
Q1513529,Rolf Isermann,"deutscher Ingenieur, Professor für Regelungstechnik und Wissenschaftler für Mechatronik"
Q173007,Colin Chapman,englischer Rennwagen-Konstrukteur
Q597758,Carl von Ossietzky Universität Oldenburg,Universität in Deutschland
Q279495,Michael von Aitzing,österreichischer Publizist
Q4317107,Soja Sergejewna Nenaschewa,russische Wissenschaftlerin
Q2733913,Deram Records,Musiklabel in Großbritannien
Q110713,Klaus Dieter Breitschwert,"deutscher Politiker, MdL"
Q126803,Hans Kiefert,"deutscher Politiker (SED), MdV"
Q10976,Bergneustadt,Stadt in Nordrhein-Westfalen
Q65536,Harald Ringstorff,"deutscher Politiker, ehem. Ministerpräsident des Landes Mecklenburg-Vorpommern"
Q139897,Brigid Brannagh,US-amerikanische Schauspielerin
Q550192,Émile Baudot,französischer Ingenieur und Erfinder
Q119477,Rudolf Sutermeister,Schweizer Arzt
Q400765,Andy Biersack,US-amerikanischer Sänger und Bandgründer
Q100981,Karl Kleemann,"deutscher Politiker (NSDAP), MdR"
Q121918,Hugo Althoff,"deutscher Bauingenieur, Stadtplaner und Politiker (Zentrum)"
Q93070,Shmuel Winograd,israelisch-US-amerikanischer Informatiker
Q111263,Oliver Stritzel,deutscher Schauspieler
Q1153591,Teijirō Toyoda,"japanischer Diplomat, Politiker und Militär"
Q122699,Jean Engling,"luxemburgischer Theologe, Kaplan, Heimatforscher und Pädagoge"
Q437640,Jill Schoelen,US-amerikanische Schauspielerin
Q109121,Luise Schapp,"deutsche Politikerin (CDU), MdL"
Q14990,Henri Carton de Wiart,belgischer Politiker und Premierminister
Q73054,Jürgen Creutzmann,"deutscher MEP, MdL"
Q363293,Adolf Manz,Schweizer Schauspieler
Q2757391,Freddy Van Gaever,belgischer Politiker
Q428490,Seungri,südkoreanischer Sänger
Q101424,Hellmut Körner,"deutscher Politiker (NSDAP), MdR, Landesbauernführer"
Q12156,Malaria,"Tropenkrankheit, welche von der Anophelesmücke übertragen wird"
Q322195,Gus Cannon,US-amerikanischer Blues-Musiker
Q1745674,Klaus Schnädelbach,deutscher Geodät und Hochschullehrer
Q325538,Der Weg nach Singapur,Film von Victor Schertzinger
Q70120,Brusino Arsizio,"Gemeinde im Kanton Tessin, Schweiz"
Q208262,Eastbourne,englische Großstadt
Q390063,Fantastic Four: Rise of the Silver Surfer,Film von Tim Story (2007)
Q1768397,Monika Linges,deutsche Jazzsängerin und Komponistin
Q966568,Francisco Marques de Sousa Viterbo,"portugiesischer Dichter, Archäologe, Historiograph und Journalist"
Q63528,Willi Bredel,"deutscher Schriftsteller, Politiker (KPD, SED), MdV und Präsident der Deutschen Akademie der Künste"
Q182142,Freimut Stein,deutscher Eis- und Rollkunstläufer
Q659461,Christlichdemokratische Volkspartei,Partei in der Schweiz
Q544750,Ernesto Nathan Rogers,italienischer Architekt und Architekturtheoretiker
Q206505,Adolfo Pérez Esquivel,"argentinischer Bildhauer, Architekt und Bürgerrechtler"
Q116168,Johann Rudolf Wyss,Schweizer Autor
Q464037,Mary Phelps Jacob,US-amerikanische Erfinderin
Q746182,Egberto Gismonti,brasilianischer Musiker und Komponist
Q163868,Die Regenschirme von Cherbourg,Film von Jacques Demy (1964)
Q610178,Hideki Konno,japanisches Computerspielentwickler
Q55836,Gabriel Narutowicz,Präsident der Republik Polen
Q4452262,Wiktor Alexejewitsch Tarchow,russischer Wissenschaftler
Q1904117,Martin Höchstädter,deutsch-liechtensteiner Kabelfachmann
Q318292,Roger Corman,US-amerikanischer Filmregisseur und Filmproduzent
Q145129,Sorbisches Siedlungsgebiet,soziokulturelles Gebiet in Sachsen und Brandenburg
Q49588,Franz Xaver Uhl,deutscher Politiker der CSU
Q3511490,Sévère Rivard,kanadischer Rechtsanwalt und Politiker
Q366578,Sully Erna,"US-amerikanischer Sänger, Gitarrist und Schlagzeuger"
Q399,Armenien,Staat in Vorderasien
Q437124,Priscilla,französische Sängerin
Q173175,Eddie Jordan,"irischer Rennfahrer, Motorsportmanager und Formel-1-Teambesitzer"
Q168918,Zdena Salivarová,"tschechisch-kanadische Schriftstellerin, Sängerin und Schauspielerin"
Q508165,Vittorio Ghidella,Motorsportfunktionär und ehemaliger Geschäftsführer von FIAT
Q73921,Wilhelm Kaisen,"deutscher Politiker (SPD), MdBB, Bremer Bürgermeister"
Q3132687,Keith Murdoch,Australischer Journalist
Q123482,Gerhard Eck,"deutscher Politiker (CSU), MdL"
Q45466,Josef Andreas Jungmann,"österreichischer Jesuit, Liturgiker und Konzilsberater"
Q275674,Sunny Doench,US-amerikanische Schauspielerin und Musikerin
Q88956,Lea Rosh,deutsche Fernsehjournalistin und Publizistin
Q108192,Florence Joy,deutsche Sängerin und Schauspielerin
Q49606,Juri Petrowitsch Wlassow,sowjetischer Gewichtheber
Q274652,Élie Hoarau,"französischer Politiker (Parti communiste réunionnais), Mitglied der Nationalversammlung, MdEP"
Q126927,Mase,US-amerikanischer Rapper
Q497271,Eric Cantor,US-amerikanischer Politiker
Q171672,Jorge Edwards,chilenischer Diplomat und Schriftsteller
Q86152,Robert Eduard Prutz,deutscher Schriftsteller
Q212609,Tomáš Holý,tschechischer Schauspieler
Q96399,Franz Amrehn,deutscher Politiker
Q1361838,Francis Ford,"US-amerikanischer Filmschauspieler, -drehbuchautor und -regisseur"
Q83324,Hermannstadt,"Stadt im Kreis Sibiu, Rumänien"
Q374363,Philipp Brenninkmeyer,niederländischer Schauspieler
Q1620218,Hiroaki Ishiura,japanischer Rennfahrer
Q370862,Union des Arabischen Maghreb,Ethnologie magrebh
Q1584663,Harald Oeler,deutscher Akkordeonist
Q74519,Jürg Grossen,Schweizer Politiker und Unternehmer
Q16575965,Horror,Genre
Q119458,Marianne Wischmann,deutsche Filmschauspielerin und Synchronsprecherin
Q434727,Myrthe Hilkens,niederländische Journalistin und Publizistin
Q75077,Helge Limburg,"deutscher Politiker (Bündnis 90/Die Grünen), MdL"
Q466190,Great Falls,Stadt im US-Bundesstaat Montana
Q1361117,John Francis Dodge,US-amerikanischer Automobilhersteller
Q44036,Tonya Pinkins,US-amerikanische Schauspielerin
Q270687,Tang Wei,chinesische Schauspielerin
Q98342,Werner Schuster,"deutscher Politiker, MdB"
Q5494459,Ha*Ash,Amerikanischer Latin-Pop-Duo
Q229211,Nancy Cartwright,US-amerikanische Schauspielerin (geb. 1957)
Q230598,Jean Rhys,dominicanische Schriftstellerin
Q1680873,James N. Goodier,britisch-US-amerikanischer Ingenieurwissenschaftler für Mechanik (1905-1969)
Q92555,Dr. Slump,Fernsehserie
Q15023,Leung Chun-ying,chinesischer Unternehmer und Politiker
Q1990833,Nikolai Jefimowitsch Krutschina,sowjetischer Parteifunktionär
Q443979,Eduard Samuilowitsch Kusnezow,"sowjetischer Dissident, Menschenrechtsaktivist und Schriftsteller"
Q151826,Friedrich I.,"König in Preußen, Kurfürst von Brandenburg"
Q65046,Diegten,Gemeinde in der Schweiz
Q58095,José Manuel García-Margallo,"spanischer Politiker (PP), MdEP"
Q6245,Kreis Wesel,Kreis in Nordrhein-Westfalen
Q42053,Isfahan,Provinzhauptstadt der gleichnamigen Provinz Isfahan
Q496027,Eddie Adams,US-amerikanischer Fotojournalist
Q241814,Kingsport,Stadt im US-Bundesstaat Tennessee
Q2678279,Edd China,"englischer Moderator, Automechaniker, Motorexperte, Erfinder und Unternehmer"
Q454927,Kenzō Takada,japanischer Modedesigner
Q208232,TAP Portugal,portugiesische Fluggesellschaft
Q322549,Veikko Heiskanen,skandinavischer Geodät
Q56477048,Furcht: Trump im Weißen Haus,Sachbuch von Bob Woodward  über Donald Trump
Q4487,Federico Gamboa,"mexikanischer Journalist, Erzähler und Dramaturg"
Q150642,Viktor Emanuel III.,König von Italien (1900–1946)
Q319133,Chaim Topol,israelischer Schauspieler
Q337531,Académie des Beaux-Arts,französische Gelehrtengesellschaft mit Sitz in Paris
Q110091,Matthias Röhr,deutscher Musiker
Q329127,American Pie 2,Film von J. B. Rogers (2001)
Q1034133,Harry Källström,Autorennfahrer
Q9375824,Witold Rychter,polnischer Offizier und Sportler
Q2433868,Tim Christian Lüth,deutscher Ingenieur und Informatiker
Q377706,Adrià Collado,spanischer Schauspieler
Q235804,Jessica Lowndes,kanadische Schauspielerin und Sängerin
Q74028,Leonid Andrussow,deutscher Chemieingenieur
Q110567,Kathinka Zitz-Halein,deutsche Schriftstellerin und Frauenrechtlerin
Q704356,Carlo Fontana,italienischer Architekt und Bildhauer Schweizer Herkunft
Q64512,Buchs AG,"Gemeinde im Kanton Aargau, Schweiz"
Q45723,Jacques Maritain,französischer Philosoph
Q116860,Traugott Sandmeyer,Schweizer Chemiker
Q95220,Blerim Destani,albanisch-deutscher Schauspieler und Filmproduzent
Q156553,Jan Tore Sanner,norwegischer Politiker
Q92929,Hans Piloty,deutscher Nachrichtentechniker
Q77489,Curt Siodmak,deutsch-amerikanischer Drehbuch- und Science-Fiction-Autor
Q47336738,Peter Klimek,"deutscher Künstler, Kunstmaler und Kunstlehrer"
Q983555,Hanuš Wihan,tschechoslowakischer Cellist und Musikpädagoge
Q3572647,Yoshiaki Hatta,"japanischer Politiker, Ingenieur und Geschäftsmann"
Q151159,Bläck Fööss,deutsche Band
Q44233,Hesiod,griechischer Dichter
Q528185,Enrique Krauze,mexikanischer Schriftsteller und Historiker
Q1189404,Dennis O’Keefe,US-amerikanischer Schauspieler
Q168147,Zbigniew Pietrzykowski,polnischer Boxer
Q688549,Gotthardmassiv,Gebirgsgruppe der Alpen
Q723826,Nick Rhodes,britischer Keyboardspieler
Q77107,Ulrich von Hutten,Reichsritter und Humanist
Q99732,Ursula Reit,deutsche Schauspielerin
Q46361,Die Nacht vor dem Gelübde,Film von Alberto Lattuada (1960)
Q443782,Finn Carter,US-amerikanische Schauspielerin
Q108785,Ursula Helmhold,"deutsche Politikerin, MdL"
Q314603,Hugh Dancy,britischer Filmschauspieler und Fotomodell
Q104447,Julia Brendler,deutsche Schauspielerin
Q208047,1968 Tunnel Rats,Film von Uwe Boll (2008)
Q120963,Ernst von Bülow-Cummerow,"Gutsbesitzer, Publizist und Politiker"
Q70898,Robert Scholl,"deutscher Politiker (GVP), MdL und Vater der Geschwister Scholl"
Q604940,James Ford,"englischer Musiker, Komponist und Produzent"
Q497827,Sam Walton,US-amerikanischer Unternehmer
Q329849,Adolph Green,"US-amerikanischer Drehbuchautor, Librettist und Schauspieler"
Q214226,Lauryn Hill,"US-amerikanische Sängerin, Rapperin und Songwriterin"
Q113554,Barry N. Malzberg,US-amerikanischer Science-Fiction- und Fantasy-Autor sowie Herausgeber
Q125304,Karl August Lebrun,deutscher Schauspieler und Dramatiker
Q1545724,Grenville M. Dodge,US-amerikanischer Politiker
Q208590,Kristin Scott Thomas,britisch-französische Schauspielerin
Q107952,Eduard Puricelli,"Unternehmer, Reichstagsabgeordneter"
Q357379,"Adios, Sabata",Film von Gianfranco Parolini (1970)
Q1771189,Catharinus Elling,"Norwegischer Komponist, Musiker und Musikwissenschaftler"
Q577476,Frankie Paul,jamaikanischer Dancehall-Reggae-Sänger
Q1343169,Frank Julian Sprague,US-amerikanischer Marineoffizier und Erfinder
Q55275,Urania Mella Serrano,galicische Politikerin und Vorläuferin des Feminismus
Q1389093,Jacob Faggot,schwedischer Politiker und Öffentlich bestellter Vermessungsingenieur
Q700789,Giovanni Lombardi,italienischer Radrennfahrer
Q315051,James Brolin,"US-amerikanischer Schauspieler, Regisseur und Produzent"
Q16830358,Altenberg,"Quartier/""Statistischer Bezirk"", im Stadtteil Breitenrain-Lorraine/Stadtteil V in der Stadt Bern, Schweiz"
Q229669,Malin Åkerman,"schwedisch Schauspielerin, Sängerin und ein Model"
Q1928989,Vertrag über den Offenen Himmel,Völkerrechtlicher Vertrag
Q6882,James Joyce,irischer Schriftsteller (1882-1941)
Q37333,Lublin,Stadt in Polen
Q101941,Alfred von Auerswald,preußischer Generallandschaftsdirektor und Politiker
Q102358,Hans Wilhelm Schüßler,deutscher Nachrichtentechniker
Q57675,Najib Razak,"malaysischer Politiker, Premierminister Malaysias"
Q96646,Georg Sachs,amerikanischer Metallurge
Q1282750,Eddie Dean,US-amerikanischer Country-Musiker und Schauspieler
Q38119,Daniel Radcliffe,britischer Schauspieler
Q118986,Heinz Hermann Koelle,deutsch-amerikanischer Raketentechniker
Q115537,Ich weiß wohin ich gehe,Film von Michael Powell und Emeric Pressburger
Q98143,Franz Josef Ehrhart,"deutscher Politiker (SPD), MdR"
Q535887,Tom McClintock,US-amerikanischer Politiker
Q48256,Dnipro,"ukrainische Großstadt, bis 2016 Dnipropetrowsk genannt"
Q1067000,Charlie Spand,US-amerikanischer Jazzpianist und Bandleader
Q219802,Zombies,Film von J. S. Cardone (2006)
Q76528,Horst Mahler,"deutscher Rechtsanwalt, Neonazi und Gründungsmitglied der Rote Armee Fraktion"
Q96105,Hermann Föttinger,"deutscher Elektroingenieur, Erfinder und Hochschullehrer"
Q4304299,Moskauer Technische Universität für Fernmeldewesen und Informatik,Universität in Russland
Q713805,Joseph Alessi,US-amerikanischer Posaunist
Q465059,Thành Thái,"vietnamesischer Kaiser, zehnter Kaiser der Nguyễn-Dynastie (1889–1907)"
Q510190,Richard Henry Friend,britischer Physiker
Q3051854,Percy French,irischer Songschreiber und Unterhaltungskünstler
Q187112,14. Arrondissement,"Stadtbezirk von Marseille, Frankreich"
Q71322,Friedrich Julius Stahl,"deutscher Rechtsphilosoph, Jurist, Politiker"
Q824921,Bernhard Düwell,"deutscher Politiker (USPD, KPD, SPD), MdR"
Q123469,Sinclair Lewis,"amerikanischer Schriftsteller, Nobelpreisträger"
Q303825,Aavo Pikkuus,"sowjetischer Radrennfahrer, Rallyefahrer und estnischer Unternehmer"
Q152503,Michail Borissowitsch Chodorkowski,russischer Unternehmer
Q88970,Julius Grosse,deutscher Schriftsteller und Theaterkritiker
Q183104,Feldkirch,Stadt im österreichischen Bundesland Vorarlberg
Q824212,Bernd Schuppener,deutscher PR-Berater
Q536282,Corpus-Christi-College,College der Universität Cambridge
Q139785,Jim Bolger,"neuseeländischer Politiker, Premierminister"
Q58854,Literaturkritik,"studieren, bewerten und interpretieren der Literatur"
Q283335,Rhonda Fleming,US-amerikanische Schauspielerin
Q423945,Akustikrausch,deutscher Liveact und Musikproduzent
Q1546191,Western Michigan University,Universität in den Vereinigten Staaten
Q4391848,Wladimir Georgijewitsch Rewunenkow,russischer Wissenschaftler
Q349434,Jermaine Dupri,US-amerikanischer Musiker
Q97255,Janin Ullmann,deutsche Fernsehmoderatorin und Schauspielerin
Q266495,Olaf I.,König von Dänemark
Q21287800,Nora Schultz,"deutsche Konzept-, Installations- und Performancekünstlerin"
Q361706,Adolf Friedrich IV.,Herzog zu Mecklenburg im Landesteil Mecklenburg-Strelitz
Q109554,Otto Bohl,Oberbürgermeister der Stadt Augsburg
Q550900,Conor Oberst,US-amerikanischer Independent-Musiker
Q103775,Wilhelm Schäperclaus,deutscher Fischereiwissenschaftler
Q271,Prytanée National Militaire,französische Militärschule
Q186111,Alī Akbar Hāschemī Rafsandschānī,iranischer Geistlicher und Politiker
Q113265,Knut Faldbakken,norwegischer Schriftsteller
Q90322,Fritz Hakl,österreichischer Kammerschauspieler
